w,dapi,mito,alexa
505,0.60993999242783,0.0,0.0
506,0.61000901460648,0.0,0.0
507,0.59296000003815,0.0,0.0
508,0.58069902658463,0.0,0.0
509,0.57518798112869,0.0,0.0
510,0.55796700716019,0.0,0.0
511,0.55038899183273,0.0,0.0
512,0.53833401203156,0.0,0.0
513,0.53086000680923,0.0,0.0
514,0.51901197433472,0.0,0.0
515,0.51067698001862,0.0,0.0
516,0.502376973629,0.0,0.0
517,0.48798000812531,0.0,0.0
518,0.48071199655533,0.0,0.0
519,0.47254899144173,0.0,0.0
520,0.45870399475098,0.0,0.0
521,0.45384699106216,0.0,0.0
522,0.44344601035118,0.0,0.0
523,0.42911800742149,0.0,0.0
524,0.42129901051521,0.0,0.0
525,0.41406598687172,0.0,0.0
526,0.40817698836327,0.0,0.0
527,0.39722400903702,0.0,0.0
528,0.39136898517609,0.0,0.0
529,0.3817940056324,0.0,0.0
530,0.3725979924202,0.0,0.0
531,0.36787900328636,0.0,0.0
532,0.35561800003052,0.0,0.0
533,0.34762701392174,0.0,0.0
534,0.33825498819351,0.0,0.0
535,0.33187299966812,0.058793101459742,0.0
536,0.32355201244354,0.06010840088129,0.0
537,0.3167319893837,0.063983999192715,0.0
538,0.31273001432419,0.071410000324249,0.0
539,0.30240699648857,0.078055799007416,0.0
540,0.29934599995613,0.087245300412178,0.0
541,0.29047301411629,0.097227901220322,0.0
542,0.28683999180794,0.10770200192928,0.0
543,0.27594199776649,0.11925499886274,0.0
544,0.27092400193214,0.1334490031004,0.0
545,0.26542699337006,0.14705500006676,0.0
546,0.25824901461601,0.16266399621964,0.0
547,0.24993099272251,0.17959800362587,0.0
548,0.24810899794102,0.19994899630547,0.0
549,0.23772099614143,0.21965199708939,0.0
550,0.23493500053883,0.24532599747181,0.0
551,0.23009899258614,0.27145698666573,0.0
552,0.22515699267387,0.30003800988197,0.0
553,0.2202800065279,0.33006000518799,0.0
554,0.21312899887562,0.3607420027256,0.0
555,0.20821100473404,0.39463201165199,0.0
556,0.20334799587727,0.43216100335121,0.0
557,0.19962500035763,0.47409498691559,0.0
558,0.19212299585342,0.51753199100494,0.0
559,0.18950900435448,0.5607950091362,0.0
560,0.18362599611282,0.59849298000336,0.0
561,0.18004800379276,0.6399000287056,0.0
562,0.17581099271774,0.68588101863861,0.0
563,0.170834004879,0.7243760228157,0.0
564,0.16827200353146,0.76118099689484,0.0
565,0.16317099332809,0.79867398738861,0.0
566,0.15843500196934,0.83364397287369,0.0
567,0.15753200650215,0.86794298887253,0.0
568,0.15145699679852,0.89746302366257,0.0
569,0.14872199296951,0.92305701971054,0.0
570,0.14391100406647,0.94522601366043,0.0
571,0.13931299746037,0.96642297506332,0.0
572,0.13402199745178,0.97851097583771,0.0
573,0.13181799650192,0.99111902713776,0.0
574,0.12929299473763,0.99522000551224,0.0
575,0.12440600246191,1.0,0.0
576,0.12402699887753,0.99572801589966,0.0
577,0.11999700218439,0.99293798208237,0.0
578,0.11686299741268,0.98590302467346,0.0
579,0.11279900372028,0.97262501716614,0.0
580,0.10964000225067,0.96292901039124,0.061596501618624
581,0.10820399969816,0.94716197252274,0.06657250225544
582,0.10320299863815,0.9239119887352,0.073936797678471
583,0.099111400544643,0.90228098630905,0.084390297532082
584,0.095928899943829,0.87766897678375,0.096976600587368
585,0.096197597682476,0.85352998971939,0.11045499891043
586,0.091616697609425,0.82896202802658,0.12524500489235
587,0.090242497622967,0.80363500118256,0.1419959962368
588,0.0865778028965,0.77671599388123,0.16210199892521
589,0.083536498248577,0.75030100345612,0.18367700278759
590,0.082152001559734,0.72396701574326,0.20674499869347
591,0.080767400562763,0.69604599475861,0.23061199486256
592,0.077536702156067,0.6681159734726,0.25725600123405
593,0.075690597295761,0.64280897378922,0.2882139980793
594,0.07061380147934,0.62036997079849,0.31391999125481
595,0.07253559678793,0.59403300285339,0.34486898779869
596,0.068815901875496,0.56677401065826,0.37659698724747
597,0.067420899868011,0.54645997285843,0.41226598620415
598,0.065096102654934,0.51907199621201,0.44795098900795
599,0.063236199319363,0.49817198514938,0.48511800169945
600,0.0,0.47684600949287,0.52362900972366
601,0.0,0.45895799994469,0.56103402376175
602,0.0,0.443628013134,0.5979899764061
603,0.0,0.43030700087547,0.63729602098465
604,0.0,0.41451799869537,0.67786002159119
605,0.0,0.40271800756454,0.71549099683762
606,0.0,0.38806000351906,0.7481170296669
607,0.0,0.37647598981857,0.7844489812851
608,0.0,0.36743798851967,0.8179680109024
609,0.0,0.35374400019646,0.84757697582245
610,0.0,0.3469310104847,0.87604302167892
611,0.0,0.33830299973488,0.90364897251129
612,0.0,0.32848599553108,0.92633801698685
613,0.0,0.3215009868145,0.94409602880478
614,0.0,0.31409698724747,0.95866698026657
615,0.0,0.30895900726318,0.97461301088333
616,0.0,0.30169099569321,0.98570400476456
617,0.0,0.29756700992584,0.99580097198486
618,0.0,0.29080098867416,1.0
619,0.0,0.28627198934555,0.99825698137283
620,0.0,0.28117099404335,0.9960430264473
621,0.0,0.27829501032829,0.99471402168274
622,0.0,0.27214500308037,0.98478698730469
623,0.0,0.26648899912834,0.97615200281143
624,0.0,0.26102700829506,0.96814399957657
625,0.0,0.25671601295471,0.9533360004425
626,0.0,0.24893000721931,0.93431901931763
627,0.0,0.2472659945488,0.91770797967911
628,0.0,0.2433699965477,0.89873898029327
629,0.0,0.23782399296761,0.88163501024246
630,0.0,0.23397000133991,0.8591560125351
631,0.0,0.22693200409412,0.84128397703171
632,0.0,0.22152599692345,0.81897401809692
633,0.0,0.21683199703693,0.79762697219849
634,0.0,0.21284499764442,0.77061802148819
635,0.0,0.20929099619389,0.74861299991608
636,0.0,0.20176999270916,0.72835600376129
637,0.0,0.19588699936867,0.70243698358536
638,0.0,0.19069500267506,0.67880398035049
639,0.0,0.18406599760056,0.65783601999283
640,0.0,0.17985400557518,0.63637602329254
641,0.0,0.17275300621986,0.61585402488708
642,0.0,0.16931000351906,0.5949119925499
643,0.0,0.16129299998283,0.57663798332214
644,0.0,0.15635000169277,0.55545097589493
645,0.0,0.15174899995327,0.53626298904419
646,0.0,0.14477999508381,0.5226029753685
647,0.0,0.14081899821758,0.50511300563812
648,0.0,0.13684099912643,0.48886200785637
649,0.0,0.13067400455475,0.47279199957848
650,0.0,0.12564000487328,0.45801401138306
651,0.0,0.1192620024085,0.44536998867989
652,0.0,0.11260300129652,0.43270900845528
653,0.0,0.10778400301933,0.42084899544716
654,0.0,0.10365899652243,0.40802499651909
655,0.0,0.10086599737406,0.39765599370003
656,0.0,0.094991996884346,0.38830900192261
657,0.0,0.09165970236063,0.37704700231552
658,0.0,0.088430002331734,0.37061101198196
659,0.0,0.085062302649021,0.36128500103951
660,0.0,0.083910703659058,0.35354000329971
661,0.0,0.079236701130867,0.34630700945854
662,0.0,0.077953897416592,0.34163400530815
663,0.0,0.07576709985733,0.33471301198006
664,0.0,0.073322899639606,0.32644900679588
665,0.0,0.07196319848299,0.32107201218605
666,0.0,0.070018500089645,0.31588000059128
667,0.0,0.066110499203205,0.30960100889206
668,0.0,0.065264597535133,0.30232000350952
669,0.0,0.06272380053997,0.29764801263809
670,0.0,0.060348398983479,0.28911599516869
671,0.0,0.059751499444246,0.28518998622894
672,0.0,0.058705601841211,0.28093799948692
673,0.0,0.055899199098349,0.27646601200104
674,0.0,0.054005198180676,0.26897698640823
675,0.0,0.051453899592161,0.26577499508858
676,0.0,0.051267500966787,0.26154598593712
677,0.0,0.048994701355696,0.25552999973297
678,0.0,0.047558698803186,0.25076401233673
679,0.0,0.045297898352146,0.24571299552917
680,0.0,0.04582380130887,0.24151299893856
681,0.0,0.043647598475218,0.23700900375843
682,0.0,0.042819000780582,0.23181299865246
683,0.0,0.041852399706841,0.22633500397205
684,0.0,0.039915300905704,0.22180800139904
685,0.0,0.038783401250839,0.21750900149345
686,0.0,0.038775898516178,0.21263800561428
687,0.0,0.038498900830746,0.20662599802017
688,0.0,0.03731270134449,0.20107999444008
689,0.0,0.035285800695419,0.19689400494099
690,0.0,0.035589199513197,0.19323000311852
691,0.0,0.035425398498774,0.18725700676441
692,0.0,0.033215999603271,0.18394300341606
693,0.0,0.032988101243973,0.17802999913692
694,0.0,0.031938400119543,0.17469699680805
695,0.0,0.032230500131845,0.16966800391674
696,0.0,0.03002930060029,0.16589799523354
697,0.0,0.029563700780272,0.16254200041294
698,0.0,0.028957000002265,0.15881100296974
699,0.0,0.027441799640656,0.15226599574089
700,0.0,0.028007699176669,0.14913900196552
701,0.0,0.0,0.14387099444866
702,0.0,0.0,0.13973399996758
703,0.0,0.0,0.13520799577236
704,0.0,0.0,0.13004000484943
705,0.0,0.0,0.12513199448586
706,0.0,0.0,0.12245400249958
707,0.0,0.0,0.11870600283146
708,0.0,0.0,0.11489199846983
709,0.0,0.0,0.10980600118637
710,0.0,0.0,0.10653200000525
711,0.0,0.0,0.10246399790049
712,0.0,0.0,0.10035199671984
713,0.0,0.0,0.09651180356741
714,0.0,0.0,0.093659400939941
715,0.0,0.0,0.090110801160336
716,0.0,0.0,0.085189200937748
717,0.0,0.0,0.083152197301388
718,0.0,0.0,0.080659799277782
719,0.0,0.0,0.076584503054619
720,0.0,0.0,0.073602899909019
721,0.0,0.0,0.073137499392033
722,0.0,0.0,0.070349499583244
723,0.0,0.0,0.067229896783829
724,0.0,0.0,0.063589297235012
725,0.0,0.0,0.061915099620819
726,0.0,0.0,0.060463901609182
727,0.0,0.0,0.058547001332045
728,0.0,0.0,0.057945799082518
729,0.0,0.0,0.055387798696756
730,0.0,0.0,0.054631199687719
731,0.0,0.0,0.05323189869523
732,0.0,0.0,0.052027400583029
733,0.0,0.0,0.051124200224876
734,0.0,0.0,0.048452898859978
735,0.0,0.0,0.048170998692513
736,0.0,0.0,0.046725500375032
737,0.0,0.0,0.045862399041653
738,0.0,0.0,0.043982401490211
739,0.0,0.0,0.043637100607157
740,0.0,0.0,0.041706100106239
741,0.0,0.0,0.040898401290178
742,0.0,0.0,0.040612298995256
743,0.0,0.0,0.039773400872946
744,0.0,0.0,0.038645099848509
745,0.0,0.0,0.038202200084925
746,0.0,0.0,0.037516698241234
747,0.0,0.0,0.035724099725485
748,0.0,0.0,0.035743698477745
749,0.0,0.0,0.035246398299932
750,0.0,0.0,0.03403640165925
751,0.0,0.0,0.0
752,0.0,0.0,0.0
753,0.0,0.0,0.0
754,0.0,0.0,0.0
755,0.0,0.0,0.0
756,0.0,0.0,0.0
757,0.0,0.0,0.0
758,0.0,0.0,0.0
759,0.0,0.0,0.0
